key,title,first_publish_year
/works/OL16099556W,Trim kids,2001.0
/works/OL15185395W,"The Real Sexy, Smart and Strong",2009.0
/works/OL15500873W,Talking about exercise,2010.0
/works/OL15581875W,Core assessment and training,2010.0
/works/OL15452505W,400 calorie health tracker,2010.0
/works/OL15568523W,"Exercise physiology for health, fitness, and performance",2011.0
/works/OL15472434W,The complete idiot's guide to short workouts,2001.0
/works/OL18347814W,Biomechanics and medicine in swimming,1992.0
/works/OL18359060W,Toward a better understanding of physical fitness and activity,1999.0
/works/OL18412979W,Teacher's guide to physical activity for youth 10-14 years of age,2002.0
/works/OL1840891W,Assessing body composition,1999.0
/works/OL18483472W,Intrinsic motivation and self-determination in exercise and sport,2007.0
/works/OL18483126W,ABC of sports medicine,1995.0
/works/OL1844751W,Exercise and Your Health (Health Matters),1997.0
/works/OL18492569W,Social psychology of exercise and sport,2005.0
/works/OL18432427W,Clinical exercise physiology,2003.0
/works/OL15157441W,How to Trim Your Hips and Shape Your Thighs,1969.0
/works/OL15163586W,Quick workouts,1987.0
/works/OL15124860W,Healthkins Exercise!,1982.0
/works/OL15144138W,Keep the connection,1999.0
/works/OL15134684W,The book of pilates,2004.0
/works/OL1532655W,Exercise and rest,1910.0
/works/OL16933498W,Mind & body metamorphosis,2006.0
/works/OL16988814W,Fitness culture,2010.0
/works/OL17415690W,Exercise And Fitness,2012.0
/works/OL17398625W,40 Days To Healthy Living,2012.0
/works/OL1736305W,[Nugu ilkkayo?],1993.0
/works/OL17826224W,Da zhong jing zuo jian shen fa,1982.0
/works/OL18046887W,Shawn Phillips' ABSolution,2002.0
/works/OL17857590W,The Relaxed body book,1986.0
/works/OL17854539W,"Muscle Strength Development, Assessment and Role in Disease",2013.0
/works/OL17904490W,Pregnancy fitness,1999.0
/works/OL18266679W,Fitness programming and physical disability,1995.0
/works/OL18390818W,Sports nutrition,2007.0
/works/OL18350446W,ACSM's advanced exercise physiology,2006.0
/works/OL18328564W,Skeletal muscle metabolism in exercise and diabetes,1998.0
/works/OL18291882W,Exercise for older adults,1998.0
/works/OL18270951W,Sports medicine,1991.0
/works/OL17875847W,Fitball workout,2008.0
/works/OL1814898W,The 12- minute total-body workout,1989.0
/works/OL18182936W,We like to move,2007.0
/works/OL18183994W,Yoga games for children,2003.0
/works/OL1811615W,The peripatetic diabetic,1984.0
/works/OL18158366W,Never say diet!,1998.0
/works/OL18277601W,Exercise and altitude,1968.0
/works/OL18179520W,The StairMaster fitness handbook,1992.0
/works/OL18159797W,Exercise and fitness-- benefits and risks,1997.0
/works/OL1814879W,The bathing suit workout,1976.0
/works/OL18298414W,Therapeutic exercise,2006.0
/works/OL17697824W,Basic stuff series,1987.0
/works/OL17717017W,Mayo Clinic fitness for everybody,2005.0
/works/OL17732710W,Fitness and exercise sourcebook,1996.0
/works/OL17683156W,Complete conditioning for the female athlete,2001.0
/works/OL17738597W,Walking medicine,1992.0
/works/OL17670096W,De l'exercice chez les adultes,1900.0
/works/OL18516813W,Conditioning exercises,1965.0
/works/OL18550206W,Physical activity and obesity,2006.0
/works/OL18586120W,Lean mommy,2007.0
/works/OL18669048W,Exercise intolerance and muscle contracture,1999.0
/works/OL18660017W,A primer for the exercise and nutrition sciences,2008.0
/works/OL1861372W,Tai Chi Chuan,1996.0
/works/OL18607498W,Energy every day,2010.0
/works/OL181615W,Biophysical values of muscular activity,1961.0
/works/OL1808867W,Better body management,1993.0
/works/OL17775272W,Women and Exercise,1994.0
/works/OL16767719W,Sports cardiology essentials,2011.0
/works/OL1423618W,Quantitative aspects of blood flow and oxygen uptake in the human forearm during rhythmic exercise,1874.0
/works/OL1858749W,Beat Stress (Leslie's Quick Fix),1996.0
/works/OL1858759W,Ultra Health - The Positive Way To Vitality and Good Looks,1988.0
/works/OL18588786W,ACSM's resource manual for guidelines for exercise testing and prescription,2010.0
/works/OL1854428W,"Strength, Speed & Power",2002.0
/works/OL1965852W,The SWAT Workout,2005.0
/works/OL1965851W,The complete guide to Navy SEAL fitness,1998.0
/works/OL2394832W,NIH Consensus Development Conference on Physical Activity and Cardiovascular Health,1995.0
/works/OL2459606W,Fitness and You,1988.0
/works/OL2461004W,Power taiji,1985.0
/works/OL2459607W,Physical education,1966.0
/works/OL23045756W,Yesodot be-ḥinukh gufani,1973.0
/works/OL23196076W,Core fitness,2014.0
/works/OL23195487W,Kitanai and Lazy Lizard get fit,2015.0
/works/OL23182692W,The world of CrossFit,2014.0
/works/OL2357610W,"Fitness, the new wave",1986.0
/works/OL23103057W,The high intensity workout,2012.0
/works/OL2433119W,Barefoot Shiatsu,1978.0
/works/OL24376558W,Apprentis Lecteurs - Sant?,2006.0
/works/OL24434878W,Destination santé,1999.0
/works/OL237047W,Physiology of bodily exercise,1889.0
/works/OL24129462W,Herzfrequenzvariabilität,2006.0
/works/OL24201110W,Ça suffit! La fin de la faim,2000.0
/works/OL24156937W,Le poids santé,2001.0
/works/OL2403919W,Rhythm and movement,1977.0
/works/OL23790249W,Foundations of exercise psychology,2002.0
/works/OL23259107W,Personal fitness,1993.0
/works/OL11038440W,Effect of caffeine ingestion on fuel utilization and endurance of trained and untrained men,1983.0
/works/OL10802298W,"Biomechanics, Kinanthropometry and sports medicine, exercise science",1984.0
/works/OL108877W,Let's all leap and jump,1999.0
/works/OL21131843W,Sport and Exercise Psychology Research,2016.0
/works/OL21093150W,Rapid Fitness,2015.0
/works/OL25690509W,365 WODs,2015.0
/works/OL25676478W,Sexercise,2013.0
/works/OL25641630W,Quick Fit,2005.0
/works/OL25723729W,Master the Art of Working Out,2007.0
/works/OL21304494W,Physical Activity and Educational Achievement,2017.0
/works/OL21673922W,Pilates,2006.0
/works/OL21253778W,Physical Activity and Health,2019.0
/works/OL21300713W,Body Composition,2017.0
/works/OL21848185W,How to Be Well,2018.0
/works/OL21642124W,Yoga Student Handbook,2019.0
/works/OL21510843W,Physiological Aspects of Sport Training and Performance,2014.0
/works/OL25201967W,Exercise Dependence,2007.0
/works/OL25182626W,Circuit Training for Dummies,2017.0
/works/OL25414451W,Stretching For 50+,2010.0
/works/OL25358093W,Hip to Be Fit,2008.0
/works/OL254424W,The system of late hours in business,1843.0
/works/OL24805987W,Natural treatments for arthritis,2011.0
/works/OL24910318W,"Disputatio medica inauguralis, de exercitatione ...",1795.0
/works/OL263838W,The 30-Minute-A-Day Body Challenge,2003.0
/works/OL26439095W,ACE personal trainer manual,2010.0
/works/OL2649233W,Fitness On Purpose,2004.0
/works/OL26484277W,Why Kids Make You Fat,2015.0
/works/OL2651324W,The clinical pharmacology of sport and exercise,1997.0
/works/OL265655W,Total Pilates,2003.0
/works/OL26311786W,Petite Advantage Diet,2011.0
/works/OL26321418W,Play Tennis Forever,2014.0
/works/OL2647576W,ACSM's Resources for the Personal Trainer,2004.0
/works/OL26458573W,ProBodX : Proper Body Exercise,2005.0
/works/OL7970343W,Human Fuel Handbook,1988.0
/works/OL7979199W,Training for the Top,2005.0
/works/OL7968779W,The Royal Canadian Air Force Xbx Plan for Physical Fitness for Women (Penguin Health),1986.0
/works/OL8050953W,The Boxer's Workout,1988.0
/works/OL8026724W,How to Teach Your Baby to Be Physically Superb,1988.0
/works/OL8108414W,The Gold's Gym Weight Training Book,1981.0
/works/OL771581W,Get moving,1995.0
/works/OL7602632W,Muscular exercise,1936.0
/works/OL7555193W,Invisible exercise,1922.0
/works/OL7665502W,How To Streamline Your Figure,1941.0
/works/OL7913336W,The Stress-Free Traveler,2005.0
/works/OL7912361W,The Gold's Gym Beginner's Guide to Fitness,2004.0
/works/OL7949302W,Behavior Change Log Book and Wellness Journal,2005.0
/works/OL7975652W,Move Your Bones (Shockwave: the Human Experience),2007.0
/works/OL7918163W,House Gymnastics,2004.0
/works/OL6747117W,Speaking of fitness over 40,1978.0
/works/OL6334610W,Body-Energy,1981.0
/works/OL6343494W,Experiments in physiology of exercise,1973.0
/works/OL6327850W,The Israeli fitness strategy,1980.0
/works/OL6344985W,Lisa Lyon's body magic,1981.0
/works/OL6936440W,Metabolic adaptation to prolonged physical exercise,1975.0
/works/OL6737293W,Positive health,1961.0
/works/OL6737291W,The new art of keeping fit,1963.0
/works/OL6808858W,Canadian Pilot's Fitness Manual,1979.0
/works/OL6812316W,3rd International Symposium on Biochemistry of Exercise,1978.0
/works/OL6798190W,The joy of physical freedom,1973.0
/works/OL7077841W,Exercise and the coronary patient,1971.0
/works/OL727698W,Cher's furiously fit workout,1996.0
/works/OL7328965W,Biochemistry of exercise,1969.0
/works/OL7261733W,Nutrition and physical activity,1967.0
/works/OL6817055W,Running back,1979.0
/works/OL6826613W,Results of studies to measure the potential effects of light spectra on human performance,1983.0
/works/OL7201331W,Individualized exercise and optimal physical fitness,1974.0
/works/OL7097520W,Mind-Body Maturity,1991.0
/works/OL7151991W,The Energy Booster Workout,2003.0
/works/OL7272637W,Your figure can look 10 years younger,1968.0
/works/OL7209705W,Gymnastik--jederzeit und überall,1973.0
/works/OL7138991W,Debbie Drake's easy way to a perfect figure and glowing health,1971.0
/works/OL7244513W,The home exerciser,1967.0
/works/OL6733188W,F-40 fitness on 40 minutes a week,1976.0
/works/OL6733341W,What to do about a 'bad back' and disc trouble,1968.0
/works/OL7454123W,Backache,1951.0
/works/OL7048097W,Maternity and post-operative exercises in diagrams and words,1936.0
/works/OL7003093W,Physical fitness through sports and nutrition,1975.0
/works/OL7002938W,Experiments and demonstrations in exercise physiology,1975.0
/works/OL6953169W,"Movement, awareness, and creativity",1975.0
/works/OL3276359W,"Tight Buns, Trim Thighs",1996.0
/works/OL5360303W,One on one,1984.0
/works/OL5602398W,"Hypoxia, exercise, and altitude",1983.0
/works/OL5447444W,Morgan Fairchild's Super looks,1984.0
/works/OL4724044W,Body love,1987.0
/works/OL5473485W,"You Can Be Physically Perfect, Powerfully Strong",1975.0
/works/OL9967071W,Gymnastique douce,1995.0
/works/OL9965006W,Gérontologie préventive,2002.0
/works/OL265578W,7lbs in 7 Days Super Juice Diet,2006.0
/works/OL27096987W,Vegan Athlete,2011.0
/works/OL2724585W,The Navy SEAL workout,1998.0
/works/OL2679143W,Powerliving by Jake,1997.0
/works/OL2713950W,Energy up!,1997.0
/works/OL2704505W,A flat stomach ASAP,1998.0
/works/OL27078313W,Callanetics Countdown,1990.0
/works/OL2717685W,The Motley Fool million dollar portfolio,2009.0
/works/OL2713488W,El secreto tibetano de la eterna juventud,1999.0
/works/OL2723150W,Bodylearning,1998.0
/works/OL2667261W,Nutrition and fitness,1997.0
/works/OL26500768W,Tom's Daily Goals,2018.0
/works/OL2665735W,Fabulously fit forever,1993.0
/works/OL2661920W,Chi Kung,1997.0
/works/OL2753850W,3-minute abs,1998.0
/works/OL275158W,La Promesa de Un Cuerpo Esbelto,2005.0
/works/OL27446547W,Super Callanetics,1924.0
/works/OL27428095W,Naked Fitness,2010.0
/works/OL27385518W,Human Physical Fitness and Activity,2016.0
/works/OL27985274W,Must Be On 'Roids,2013.0
/works/OL2752901W,Body mastery,1995.0
/works/OL28616896W,Pilates for Children and Adolescents,2014.0
/works/OL3011937W,Plyometric power,1994.0
/works/OL3004973W,"Concepts of fitness and wellness, with laboratories",1994.0
/works/OL3085170W,How to Live to Be 100,1984.0
/works/OL3098721W,Natural fitness,1977.0
/works/OL29229053W,Exercise and training,1879.0
/works/OL2965586W,Primetime bodies,1995.0
/works/OL2967371W,Lean bodies,1992.0
/works/OL2967950W,Exercise science,1993.0
/works/OL2974498W,The Cooper Clinic Solution to the Diet Revolution,2001.0
/works/OL11439153W,Effect of vitamin B-6 supplementation on fuel utilization during exhaustive endurance exercise in men,1992.0
/works/OL11439154W,The effect of vitamin B-6 supplementation on fuel utilization and plasma amino acids during exhaustive endurance exercise in men,1994.0
/works/OL11804178W,Spent,2008.0
/works/OL11872882W,Effects of intra-gastric sodium bicarbonate on the brief maximal work.,1971.0
/works/OL11956277W,Hébertisme,1975.0
/works/OL10157708W,50 Rutinas De Gimnasia,2001.0
/works/OL10219279W,Fitness,2005.0
/works/OL10276797W,Belleza Con Pilates/ Beauty Pilates,2007.0
/works/OL10276196W,"El Deporte,es Bueno Para La Salud",2003.0
/works/OL10199327W,Xian jia ba duan jin xiang jie,1984.0
/works/OL10376695W,Influence of chronic beta-adrenergic blockade on hemodynamic and metabolic responses to endurance training,1981.0
/works/OL10377047W,The effect of bromelain on recovery from exercise-induced skeletal muscle injury,1990.0
/works/OL10376653W,Rat ovarian cycle,1980.0
/works/OL10376822W,Effect of chronic ethanol consumption and moderate intensity endurance training on murine plasma corticosterone concentration,1992.0
/works/OL10376914W,The effectiveness of repeated submaximal concentric exercise and heated whirlpool in the treatment of delayed onset muscular soreness,1991.0
/works/OL10377085W,Changes in strength ratios which accompany selected strength training methods,1983.0
/works/OL10376788W,Leucine turnover and oxidation in trained and untrained rats,1983.0
/works/OL10377117W,The training effect of an upper body circuit weight training program on heart rate and oxygen uptake,1983.0
/works/OL10376492W,The effects of strenuous and exhaustive exercise on maze learning,1970.0
/works/OL10377098W,"The effect of acetylsalicylic acid administration on metabolic, cardiovascular, and thermoregulatory function in young males during acute exercise in hot and neutral environments",1986.0
/works/OL10377200W,Attitudes toward physical activity and body image between exercising and non-exercising spouses,1989.0
/works/OL10376798W,"The effects of exercise training and/or lecithin supplement upon serum cholesterol, triglycerides, and beta-lipoproteins",1978.0
/works/OL10377115W,Calcium uptake in trained and exhausted animals,1980.0
/works/OL10376663W,"The effects of four warm-up intensities on reaction time, movement time and hand-eye accuracy performance",1978.0
/works/OL10376721W,Tracer kinetic studies of glucose and lactate metabolism in trained and untrained animals,1982.0
/works/OL10376787W,Glycogen resynthesis following submaximal and supramaximal exhaustive exercise in man,1983.0
/works/OL10377041W,The effects of chronic and acute dehydration on high power exercise performance,1984.0
/works/OL10376807W,The growth hormone response to exercise at different times of the day,1991.0
/works/OL10376803W,Effects of endurance training on a mitochondrial reticulum in skeletal muscle,1984.0
/works/OL10376473W,"Exercise, anabolic steroids and castration",1973.0
/works/OL10376668W,Information processing as a function of exercise-induced activation,1987.0
/works/OL10351604W,Metabolic and cardiovascular responses of middle-aged men to physical activity,1973.0
/works/OL10351677W,"Pace and grade related to the oxygen and energy requirements, and the mechanics of treadmill running",1976.0
/works/OL10351759W,Blood lactate removal during varying intensities of active recovery following supramaximal work,1982.0
/works/OL10351536W,Growth hormone response to exercise and its application in testing for growth hormone deficiency,1976.0
/works/OL10351639W,Changes in selected physiological parameters in children involved in an aerobic training program,1972.0
/works/OL10351825W,Lactate removal from the blood of trained distance runners followng strenuous intermittent exercise,1978.0
/works/OL10351723W,The perception of effort in adult males possessing either the Type A or Type B behavior pattern,1977.0
/works/OL10351702W,Cardiovascular responses to different body positions during submaximal and maximal arm ergometry in young college males,1979.0
/works/OL10351623W,The training effect of static and dynamic exercises on the neuro-regulatory behavior of neuromuscular units in the human tibialis anterior muscle,1973.0
/works/OL10351362W,Cardiac electrical activity during exercise and recovery in trained and nontrained subjects,1970.0
/works/OL10351580W,"A comparison of reaction times of high and low level fitness groups before, during and after treadmill exercise",1972.0
/works/OL10351695W,"Physical training, detraining, and inactivity as determiners of knee ligamentous separation force, spontaneous activity, and body weight in adult, male, albino rats",1970.0
/works/OL10351642W,The effects of a systematic physical conditioning program with and without acclimatization treatments on performance in a hot environment,1974.0
/works/OL10351607W,Cardiovascular responses to sustained isometric work in a hot environment,1977.0
/works/OL10351686W,The relationship of sodium-calcium ratios and central body temperature during exercise and recovery in male humans,1978.0
/works/OL10351780W,"Effects of hypomagnesemia and exercise on total cholesterol, high density lipoprotein cholesterol, and lipoprotein profile in rats",1983.0
/works/OL10351573W,The effect of a combined electro-stimulation and isokinetic training technique on the strength and hypertrophy of the quadriceps muscle,1977.0
/works/OL10351448W,The relationship of the twelve-minute run to maximum oxygen intake,1970.0
/works/OL10351656W,Effects of prehydration with selected liquids upon exercise in a hot and humid environment,1978.0
/works/OL10351368W,The effects of qualitative variation in parameters of work on the efficiency of submaximal exercise,1971.0
/works/OL10375049W,The effects of a 12-week exercise and dance program on the range of joint motion of elderly subjects,1978.0
/works/OL10374901W,"Psychosocial factors that discriminate among exercisers, occasional exercisers, and nonexercisers",1988.0
/works/OL10374759W,"The effects of an exercise training program on grip strength and hitting distance, and the relationship of grip strength and arm length to hitting distance in golf with a five iron",1976.0
/works/OL10374966W,"The effect of acute anemia on endurance capacity, glucose and lactate kinetics, and the relative distribution of blood flow in rodents",1987.0
/works/OL10374656W,The effect of exercise and diet on serum lipid levels in rats,1974.0
/works/OL10374971W,The effects of eating and exercise behavior modification treatment in reducing body fat,1977.0
/works/OL10374823W,A comparison of isokinetic and isotonic leg strength programs following meniscectomy,1977.0
/works/OL10374897W,The effect of endurance training on the calcium uptake of fragmented sarcoplasmic reticulum from rat heart and skeletal muscle,1980.0
/works/OL10375324W,Personal investment in exercise and sport,1989.0
/works/OL10375010W,Cardiovascular responses to static and isodynamic exercise with similar muscle masses,1986.0
/works/OL10375161W,"Body composition, sinking force and oxygen uptake of young swimmers treading water",1977.0
/works/OL10374837W,The influence of flexibility on velocity of leg-extension at the knee,1970.0
/works/OL10374788W,Prevalence and reproducibility of ECG-documented premature contractions with exercise in young adults,1982.0
/works/OL10374787W,A comparison of hemodynamic responses to arm and leg exercise of the same intensities,1983.0
/works/OL10374682W,Metabolic and contractile properties of in situ skeletal muscle in 2-deoxyglucose treated rats,1978.0
/works/OL10375412W,Learning activity packages in exercise physiology,1979.0
/works/OL10374705W,Metabolic cost comparison of cross country skiing between elite and non-elite skiers,1978.0
/works/OL10374997W,The effects of age and exercise training on size and composition of rat left main coronary artery,1988.0
/works/OL10375246W,"The effects of duration of low-intensity prior exercise on muscular efficiency and selected psysiological [sic] measures during a high-intensity, steady state criterion task",1979.0
/works/OL10374956W,The influence of isokinetic strength training on the swimming speed of high school swimmers,1977.0
/works/OL10374934W,"Cardiac output, oxygen consumption, and heart rate transients during concentric and eccentric exercise",1980.0
/works/OL10374693W,Resting and exercise hyperemic pulsatile arterial blood flow as related to endurance fitness levels and duration of diabetes,1979.0
/works/OL10374679W,Within-day variation in circulorespiratory responses to a maximal exercise stress on a bicycle ergometer,1975.0
/works/OL10374911W,Calcium uptake by sarcoplasmic reticulum isolated from rat heart and skeletal muscle following exercise,1980.0
/works/OL10375203W,"Interpretation of diagnostic graded exercise tests on the basis of electrocardiographic, hemodynamic, and symptomaticresponses",1981.0
/works/OL10374915W,Cardiovascular responses of selected middle-aged subjects to regular periods of exercise,1971.0
/works/OL10375853W,"Prior exercise, mobilization of oxygen transport and circulorespiratory endurance",1977.0
/works/OL10376145W,The effect of acute pressure overload on selected metabolites of the in situ rat heart,1977.0
/works/OL10376018W,Effect of training on lactate utilization by rat muscle mitochondria,1989.0
/works/OL10375976W,Blood glutathione oxidation during human exercise,1988.0
/works/OL10375637W,Triacylglycerol metabolism in rat skeletal muscle following exercise,1989.0
/works/OL10375993W,The relationships and influence of three selected variables on the aerobic capacity of citizens of an urban Canadian community,1974.0
/works/OL10375925W,Skeletal muscle and hepatic enzyme adaptation to physical training under beta-adrenergic blockade in the rat,1985.0
/works/OL10375940W,The effects of hand cooling during strenuous exercise on metabolic and cardiorespiratory function,1988.0
/works/OL10376288W,The effects of exercise and testosterone on skeletal muscle fibers of mice,1977.0
/works/OL10376046W,The effect of physical activity and fatigue on kinesthetic and proprioceptive awareness,1983.0
/works/OL10376392W,Exercise and estrus cycle influences on the plasma triglycerides of female rats,1982.0
/works/OL10375913W,"Selected cardiovascular, sympathoadrenal, and metabolic responses to one-leg exercise training",1985.0
/works/OL10376333W,Serotonin and exercise,1983.0
/works/OL10376090W,Personal investment theory,1990.0
/works/OL10376173W,Exercise intensity,1978.0
/works/OL10375916W,Perceived exertion of paraplegics during submaximal arm crank ergometry,1989.0
/works/OL10376187W,Effect of exercising rats during pregnancy,1978.0
/works/OL10376287W,The role of renin-angiotensin and prostaglandin hormonal systems in the regulation of renal blood flow during exercise in dogs,1976.0
/works/OL11023823W,Effect of physical conditioning on lactic acid removal rate,1982.0
/works/OL11114541W,Effects of lower and upper extremity training on selected measures of pulmonary function,1973.0
/works/OL11133579W,The oxygen cost of exercise hypernea,1990.0
/works/OL11133673W,Physical self-perceptions and exercise involvement,1989.0
/works/OL11096574W,"The effects of jogging, rope jumping, and aerobic dance on body composition and maximum oxygen uptake of college females",1975.0
/works/OL11096571W,The effects of an active related warm-up bout on selected physiological parameters,1974.0
/works/OL11154071W,A treatise on the science of muscular action,1794.0
/works/OL11039199W,Physiological response to exercise in college-age females during prolonged use of an oral contraceptive,1978.0
/works/OL11047969W,The physiology of restricted breathing,1979.0
/works/OL11126082W,Effects of a nine-week physical conditioning program upon the body composition of obese and lean individuals.,1969.0
/works/OL11126187W,Free 11-OHCS levels in working dogs as affected by exercise training.,1969.0
/works/OL11127535W,The effects of body weight variations on heart rate during exercise and recovery,1971.0
/works/OL11374880W,Aerobics,1968.0
/works/OL114638W,Get Moving,2000.0
/works/OL11568978W,Supplemental vitamin B-6 and endurance exercise effects on plasma catecholamines of trained male cyclists,1996.0
/works/OL11628991W,Biochemistry of exercise,1969.0
/works/OL11613773W,Effect of vitamin B-6 supplementation before strenuous exercise on restoration of plasma urea and ammonia levels,1988.0
/works/OL11621827W,Plasma B-6 vitamer changes following a 50-km ultramarathon,1999.0
/works/OL11546864W,Heart rate response during exercise classes,1990.0
/works/OL11623489W,Validation of the revised exercise motivation questionnaire and examination of the relationship between motivation and adherence,1998.0
/works/OL13691597W,You are how you move,2009.0
/works/OL13691639W,Hooping,2009.0
/works/OL13726832W,Ba duan jin yu liu duan gong,1981.0
/works/OL13693531W,Undong sŏnsu ŭi sŏngjang tanʼgyebyŏl pʻyojun hullyŏn chichʻimsŏ kaebal,2005.0
/works/OL12240427W,Curriculum development for exercise behavioral change,1991.0
/works/OL12240405W,The effects of a commercial dietary supplement on human performance,1985.0
/works/OL12242087W,"The influence of dynamic exercise on fatiguing isometric exercise and the assessment of changing levels of ""isometric component""",1975.0
/works/OL12156882W,Swim-nastics,1971.0
/works/OL12183990W,Equine exercise physiology 4,1995.0
/works/OL11970419W,Fitness after 40,2009.0
/works/OL12068179W,Don Lemmon's know how,2004.0
/works/OL12274663W,How to use the American College of Sports Medicine metabolic equations,1990.0
/works/OL12114994W,The exercise myth,1984.0
/works/OL11964317W,Glucose transport in exercising and non-exercising skeletal muscle after exercise,1990.0
/works/OL11942788W,Body maintenance and repair book,1997.0
/works/OL15102236W,Walking for Fitness,2007.0
/works/OL15083265W,Exercise for mood and anxiety disorders,2009.0
/works/OL15074428W,Fit and Fat,2003.0
/works/OL15158923W,Avery's sports nutrition almanac,1999.0
/works/OL15149689W,The Prevention get thin get young plan,2001.0
/works/OL15160434W,Fresh start,1996.0
/works/OL15051453W,175 best jobs not behind a desk,2007.0
/works/OL15149155W,The Pilates powerhouse,1999.0
/works/OL12275224W,The Gold Coast cure's,2006.0
/works/OL12712159W,The Rosen method of movement,1991.0
/works/OL14849859W,T'ai Chi Form,2001.0
/works/OL14849070W,Smart Guide to getting strong and fit,1998.0
/works/OL149534W,Posture and figure control through physical education,1965.0
/works/OL142279W,"Have your baby, keep your figure",1963.0
/works/OL11611741W,Regional changes in brain noradrenergic activity following different types of exercise training in rats,1991.0
/works/OL11671038W,"Oregon overweight, obesity, physical activity, and nutrition facts",2004.0
/works/OL11678373W,ACSM's health & fitness certification review,2001.0
/works/OL11885475W,10-minute toughness,2008.0
/works/OL10353271W,Ninety second cycle ergometer tests for assessing anaerobic glycolytic power,1990.0
/works/OL10352860W,The reliability of two measures of cardiac output using CO₂ rebreathing,1991.0
/works/OL10353050W,The effects of high and low intensity eccentric exercise on muscle soreness and strength,1991.0
/works/OL10353122W,Thermoregulation during prolonged exercise,1983.0
/works/OL10353214W,"Efficacy cognitions, intrinsic motivation, and exercise behavior",1989.0
/works/OL10353315W,Correlation between muscle relaxation and sarcoplasmic reticulum Ca²⁺-ATPase during fatigue,1992.0
/works/OL10352845W,"Sensory information, perceived exertion, and self monitoring during exercise",1979.0
/works/OL10352997W,Physiological variation during maximal and submaximal exercise,1987.0
/works/OL10390877W,Fitness month for all,1989.0
/works/OL10390876W,Exercise safety,1989.0
/works/OL10390878W,Worksite workout,1989.0
/works/OL10374591W,The effects of body position and stretching technique on the development of hip and back flexibility,1977.0
/works/OL10374595W,Evaluation of an application of a computer retrieval system for exercise physiology,1969.0
/works/OL10374485W,Effects of exercise upon selected physiological responses to a psychic stressor in college women,1972.0
/works/OL10374577W,The diagnostic and prognostic value of combined rest-exercise blood pressure patterns in the development of hypertension,1977.0
/works/OL21016199W,New Abs Diet,2010.0
/works/OL21015884W,Rosemary Conley's Amazing Inch Loss Plan,2011.0
/works/OL21184550W,BioMechanics Method for Corrective Exercise,2018.0
/works/OL21115520W,Physical Exercise Interventions for Mental Health,2016.0
/works/OL21077971W,Psychological Dynamics of Sport and Exercise,2017.0
/works/OL21085667W,Autism Fitness Handbook,2014.0
/works/OL21201191W,Running That Doesn't Suck,2019.0
/works/OL21136269W,Fit Foodie,2016.0
/works/OL21108091W,Yoga for Couples,2016.0
/works/OL21183585W,Lose Weight for Life,2018.0
/works/OL21101763W,Made,2015.0
/works/OL21082168W,Four Dragons,2014.0
/works/OL21053934W,Respiratory Muscle Training,2013.0
/works/OL21088913W,Doing Exercise Psychology,2015.0
/works/OL21141339W,NeuroSlimming,2017.0
/works/OL21035127W,Kettlebells for Women,2012.0
/works/OL22317335W,Physical activity and sport in later life,2015.0
/works/OL20480867W,Ten minute Pilates,2004.0
/works/OL20695429W,Enhancing Cognitive Fitness in Adults,2011.0
/works/OL20749551W,Performance Excellence,2020.0
/works/OL20818378W,A Student's Guide to Exercise for Improving Health,2018.0
/works/OL20654236W,Find Your Path,2020.0
/works/OL22451877W,Exercise for children,1966.0
/works/OL20502762W,Ten-minute yoga,2004.0
/works/OL20689186W,Staying healthy from 1 to 100,2016.0
/works/OL20638630W,Jian shen qi gong,2003.0
/works/OL21049296W,Public-Private Partnerships in Physical Activity and Sport,2013.0
/works/OL21101106W,Essentials of Eccentric Training,2015.0
/works/OL21071480W,Biology of Beating Stress,2014.0
/works/OL21040621W,Ancient Secret of the Fountain of Youth Book 2,2012.0
/works/OL20937100W,The 12-minute weight-loss plan,2015.0
/works/OL20751906W,High Impact Teaching for Sport and Exercise Psychology Educators,2020.0
/works/OL20894264W,Yoga turns back the clock,2003.0
/works/OL20893490W,The World's Fittest Book,2018.0
/works/OL21301015W,Digital Qualitative Research in Sport and Physical Activity,2017.0
/works/OL21326774W,Loving Diet,2015.0
/works/OL21186615W,Fat-Loss Blitz,2018.0
/works/OL21234938W,From Flab to Fab,2009.0
/works/OL21262745W,Practice of Natural Movement,2015.0
/works/OL21247415W,Solving the Paleo Equation,2014.0
/works/OL21366617W,Your body is not your enemy,2015.0
/works/OL21160186W,Breath Friends Forever,2018.0
/works/OL21197973W,Shape up with Gabby Allen,2019.0
/works/OL21772734W,Case of the Unwanted Pounds,2011.0
/works/OL22638349W,Concepts of fitness and wellness,2002.0
/works/OL2273900W,Yoga for women,1963.0
/works/OL21531140W,Doorframe Pull-Up Bar Workouts,2014.0
/works/OL21544321W,All-Day Energy Diet,2014.0
/works/OL21575680W,HIIT Advantage,2015.0
/works/OL21518727W,Special Forces Fitness Training,2014.0
/works/OL21471139W,Action Movie Hero Workouts,2013.0
/works/OL21286320W,Say and Point Picture Boards,2019.0
/works/OL21618136W,Your Workout PERFECTED,2018.0
/works/OL21498517W,Heavenly Streams,2013.0
/works/OL21573884W,Connor the Conker and the Breezy Day,2015.0
/works/OL3491327W,Fitness Hollywood,1994.0
/works/OL3483722W,The Gold's Gym weight training book,1978.0
/works/OL3482419W,Workouts for dummies,1998.0
