author_key,author_name
/authors/OL1003255A,Stephen Blauer
/authors/OL2905804A,Michio Kushi (Author)
/authors/OL2905805A,Stephen Blauer (Contributor)
/authors/OL7037395A,Chalene Johnson
/authors/OL7491127A,Shelly McKenzie
/authors/OL2780710A,Sensei K. Enoeda
/authors/OL7153844A,Jim Lewis
/authors/OL244284A,Albert V. Carron
/authors/OL2639407A,Paul A. Estabrooks
/authors/OL587957A,Harvey Cohn
/authors/OL3315069A,Micki Cuppett
/authors/OL3315070A,Katie Walsh
/authors/OL722048A,Kris E. Berg
/authors/OL3270724A,Richard W Latin
/authors/OL1401014A,Bess Marcus
/authors/OL235367A,Physical Best (Program)
/authors/OL2804788A,Physical Best
/authors/OL2804675A,Human Kinetics
/authors/OL3315672A,Nat'l Assoc for Sport & PE
/authors/OL224260A,Howard Reid
/authors/OL2873231A,James Peterson
/authors/OL8073640A,EuropeActive
/authors/OL3396236A,Mark Beauchamp:
/authors/OL3396416A,Carl Payton: Ro
/authors/OL589966A,A. W. S. Watson
/authors/OL1425069A,John Novak
/authors/OL4594877A,Daniel Gould
/authors/OL2804797A,Carol A. Kennedy
/authors/OL2804798A,Mary M. Yoke
/authors/OL2343412A,J. H. McCurdy
/authors/OL9925550A,Alice Liveing
/authors/OL404494A,Steven J. Fleck
/authors/OL387918A,Michael J. Alter
/authors/OL2804565A,Janet Buckworth
/authors/OL2802479A,Bridgid Herridge
/authors/OL32330A,Michael F. Roizen
/authors/OL580686A,Zeevi Dvir
/authors/OL7915330A,Gail M. Sullivan
/authors/OL7915331A,Alice K. Pomidor
/authors/OL2830953A,Joan Pagano
/authors/OL2729672A,Terry McMorris
/authors/OL8207917A,Michel Audiffren
/authors/OL7016877A,Joanne Thatcher
/authors/OL2974171A,Gail E. Dennison
/authors/OL3047541A,Patricia E. Dennison
/authors/OL1581221A,Paul E. Dennison
/authors/OL2960958A,Jerry V. Teplitz
/authors/OL3333642A,Gail Dennison
/authors/OL6814628A,Steve Speirs
/authors/OL946485A,David G. McDonald
/authors/OL7212528A,Marius Locke
/authors/OL4297711A,Earl George Noble
/authors/OL3037305A,Sharon Coan
/authors/OL7339210A,Erin Palinski-Wade
/authors/OL9982653A,Stephen Madden
/authors/OL1274572A,Leslie Michener
/authors/OL1282718A,Odile Payri
/authors/OL1286881A,James W. Terry
/authors/OL1189731A,"International Congress on Problems on the Biochemistry of Physical Exercise and Training (1985 Gubbio, Italy)"
/authors/OL2708638A,Gianni Benzi
/authors/OL233152A,Lester Packer
/authors/OL1242001A,Raymond Cole
/authors/OL2935504A,D. O. Cole
/authors/OL1307381A,Janine Lévy
/authors/OL1238614A,Chuck Gaylord
/authors/OL1196982A,Frederick R. Drews
/authors/OL38766A,Jon Schreiber
/authors/OL1235992A,J. Gavin Reid
/authors/OL1259815A,"Chang, Jiang."
/authors/OL688225A,James Hewitt
/authors/OL686921A,Mervyn Beck
/authors/OL717403A,Joseph E. McEvoy
/authors/OL629635A,Eileen Brayshaw
/authors/OL993459A,Pauline Wright
/authors/OL683372A,William Charnow
/authors/OL690471A,Judi Sheppard Missett
/authors/OL1353635A,Irene Lamberti
/authors/OL1353663A,Pat Croce
/authors/OL1231795A,Bruce C. Cooper
/authors/OL1481620A,Stephen P. Antonetti
/authors/OL3106678A,Susan Ramsden
/authors/OL1478707A,Michael George
/authors/OL1437858A,Jan Endacott
/authors/OL47240A,Cristóbal Méndez
/authors/OL1551212A,Robert D. Clayton
/authors/OL23483A,Philip Maffetone
/authors/OL1566683A,"Zhang, Weiqing."
/authors/OL1123413A,Kenneth Forsythe
/authors/OL2751033A,"K., M.D. Forsythe"
/authors/OL888479A,Neil Feineman
/authors/OL1125493A,Mark L. Hendrickson
/authors/OL2950249A,Gary J. Greene
/authors/OL1608111A,Emma Mitchell
/authors/OL1546697A,Edmund O. Acevedo
/authors/OL1480967A,"King, Michael"
/authors/OL2642044A,Michael King
/authors/OL3065613A,Yolande Green
/authors/OL1518873A,Douglas Bedgood
/authors/OL3027551A,Barbara Courtney
/authors/OL3027552A,Alexander Georgeakopoulos
/authors/OL1767007A,"International Congress of Physical Activity Sciences (1976 Québec, Québec)"
/authors/OL1831685A,Fernand Landry
/authors/OL1767431A,Hyman Jampol
/authors/OL1758505A,Nicholas Alexis Kounovsky
/authors/OL35176A,"St. John, Allen."
/authors/OL1740234A,Béhotéguy de Téramond
/authors/OL1755454A,W. Jackson Davis
/authors/OL1426633A,Martha Garvey
/authors/OL1350912A,Sara Parriott
/authors/OL1385751A,Jeannie Kim
/authors/OL1345538A,Bruce Tegner
/authors/OL1392025A,Cath Senker
/authors/OL1389541A,Rania Bossonis
/authors/OL1429382A,Smith Vatel
/authors/OL2953106A,Victoria D. Gray
/authors/OL1424603A,Royce Gracie
/authors/OL3101492A,James Strom
/authors/OL1513988A,Kid Peligro
/authors/OL41718A,Benjamin Rush
/authors/OL1429940A,Brad Schoenfeld
/authors/OL1349776A,Henry A. Solomon
/authors/OL1348614A,R. Philip Smith
/authors/OL1397114A,Nicole Haywood
/authors/OL1429655A,Cindy Whitmarsh
/authors/OL1235494A,George Mazzei
/authors/OL1427556A,Shirley Sugimura Archer
/authors/OL1454225A,Jeanine Detz
/authors/OL1423890A,Brian Wilmovsky
/authors/OL1460371A,Tony Cacciotti
/authors/OL1433880A,Juliet Pegrum
/authors/OL1436891A,Monica Diedrich
/authors/OL3086694A,Alexa Joy Sherman
/authors/OL1203064A,Maurita B. Robarge
/authors/OL1195313A,"Schwartz, Leonard"
/authors/OL1195423A,Debbie Rosas
/authors/OL2853206A,Carlos Rosas
/authors/OL1435726A,Christi Masi
/authors/OL3066358A,Sheri Mar
/authors/OL1433207A,Nicholas Perricone
/authors/OL1709686A,Roberta Krech
/authors/OL1656330A,James Lee Anderson
/authors/OL1659241A,Brian Cook
/authors/OL3245378A,G. Stewart
/authors/OL1659065A,Harry Wong
/authors/OL1657043A,"International Symposium on Exercise Bioenergetics and Gas Exchange (1980 Milan, Italy)"
/authors/OL1709924A,Esther Fairfax
/authors/OL1657544A,John Tighe
/authors/OL1522631A,Barbara Clark
/authors/OL1432087A,Frank Sepe
/authors/OL1462596A,International Symposium on Sport Biology (1979 Suomen urheiluopisto)
/authors/OL1438913A,Jacqueline May Lysycia
/authors/OL1431038A,Teri Tom
/authors/OL1425921A,Linda Shelton
/authors/OL1436587A,"Anthony, Mark"
/authors/OL1765698A,Linda Webb
/authors/OL1664795A,Irvin M. Korr
/authors/OL49390A,Stuart McRobert
/authors/OL1756459A,Benno Isaacs
/authors/OL1756440A,"International Congress on Pediatric Work Physiology Marstrand, Sweden 1978."
/authors/OL6738969A,"International Congress on Pediatric Work Physiology (9th 1978 Marstrand, Sweden)"
/authors/OL1756722A,Anne Schley Duggan
/authors/OL1167174A,Bernarr Macfadden
/authors/OL30696A,Nancy L. Carlson
/authors/OL1071797A,Sharon Gordon
/authors/OL1122803A,Barbara Kirch
/authors/OL1191644A,Ann Tyndall
/authors/OL1151638A,J. Boyce Davis
/authors/OL1197659A,Shizuto Masunaga
/authors/OL1126265A,Alan Herdman
/authors/OL641872A,John Edge Ireland
/authors/OL950976A,Eric Perkins
/authors/OL1001951A,PepsiCo Foundation Conference on Fitness and Health (1st 1988 Duke University)
/authors/OL2947176A,R. Sanders Williams
/authors/OL2947177A,Andrew G. Wallace
/authors/OL1006842A,"Oxford Conference on Control of Breathing and Its Modelling Perspective (1988 Grand Lake, Colo.)"
/authors/OL947378A,Sinjin Smith
/authors/OL27478A,Bill Phillips
/authors/OL27189A,David W. Barnett
/authors/OL947289A,Albert Marchetti
/authors/OL1003458A,Nancy Hogshead
/authors/OL955960A,Mary Eleanor Brown
/authors/OL949123A,Phyllis C. Jacobson
/authors/OL1004278A,"International Conference on Exercise, Fitness, and Health (1988 Toronto, Ont.)"
/authors/OL1674152A,Claude Bouchard
/authors/OL1120555A,Thomas Stephens
/authors/OL2842700A,John R. Sutton
/authors/OL1022423A,Edmond Bordeaux Székely
/authors/OL4290243A,Edmond Bordeaux Székely
/authors/OL787131A,Margit Haxthausen
/authors/OL775191A,Suzy Prudden
/authors/OL531110A,Jeffrey Sussman
/authors/OL775384A,Maxine Tobias
/authors/OL765806A,Donald Charles
/authors/OL801796A,Andrew Jennings
/authors/OL807342A,Tony Lycholat
/authors/OL811537A,Mercè Company González
/authors/OL2939873A,Roser Capdevila
/authors/OL2676988A,Merce Company Gonzalez
/authors/OL886519A,Terry Dunn
/authors/OL842444A,"Jackson, Andrew S."
/authors/OL741143A,Nic Rowley
/authors/OL710953A,Frank D. Rosato
/authors/OL710923A,Carole Bernstein Lewis
/authors/OL771185A,"International Symposium on Exercise and Sport Biology (4th 1990 Nice, France)"
/authors/OL3143119A,P. Marconnet
/authors/OL2735691A,Paavo V. Komi
/authors/OL3143121A,B. Saltin
/authors/OL726417A,Ed Derse
/authors/OL726302A,William B. Gregory
/authors/OL762207A,John Trusler
/authors/OL775264A,Gary A. Klug
/authors/OL2872518A,Lettunich
/authors/OL734797A,Ken Hutchins
/authors/OL727387A,Oscar Ichazo
/authors/OL658387A,Mark Albert
/authors/OL658522A,Ruth Sova
/authors/OL657543A,Milton Trager
/authors/OL2885656A,Cathy Guadagno
/authors/OL952554A,Marcia Seligson
/authors/OL931240A,Workshop on Exercise Prescription for Long-Duration Space Flight (1986 Lyndon B. Johnson Space Center)
/authors/OL26859A,Jeff Savage
/authors/OL891976A,Shari Lieberman
/authors/OL26746A,Fiona Waters
/authors/OL1010092A,Femmy DeLyser
/authors/OL1079451A,"Kurz, Thomas"
/authors/OL2961543A,Thomsa Kurz
/authors/OL2961541A,Thomas Kurz
/authors/OL1073963A,Barbara Pearlman
/authors/OL1071279A,Lynne Pirie
/authors/OL1124329A,Emily M. Haymes
/authors/OL1070800A,Michael D. Wolf
/authors/OL1106795A,John W. Reznik
/authors/OL1072241A,Anne Kashiwa
/authors/OL1070283A,Michael Lafavore
/authors/OL1001692A,Ann Smith
/authors/OL2245055A,Ferdinand John Lipovetz
/authors/OL697822A,William Walker Atkinson
/authors/OL2299412A,May Goodall Darrow
/authors/OL1602293A,Emilie Conrad-Da'oud
/authors/OL2844199A,Jerome Edward Kotecki
/authors/OL5383730A,Michael Fallon
/authors/OL589381A,Michael Fallon
/authors/OL3530218A,Jim Saunders
/authors/OL4943528A,American College of Sports Medicine
/authors/OL3124444A,Ramel Rones
/authors/OL945961A,David Silver
/authors/OL35442A,"Warren H. Chaney, Ph.D."
/authors/OL397889A,Jerry Lynch
/authors/OL3085982A,Editors of Prevention Health Books for Women
/authors/OL3085981A,The Editors of Prevention Health Books for Women
/authors/OL382413A,Joan Collins
/authors/OL25236A,Jan Ormerod
/authors/OL6924309A,Al Sears
/authors/OL1461264A,Ronald Dunton
/authors/OL451867A,Chris Imbo
/authors/OL1120613A,"Allen, Mark"
/authors/OL2656759A,Mark Allen
/authors/OL2675606A,Julie Moss
/authors/OL31133A,Lori Coleman
/authors/OL3303235A,Dan Isaacson
/authors/OL3321540A,Greg Payne
/authors/OL6950420A,Scott G. Duke
/authors/OL3084569A,Crunch Fitness Guides
/authors/OL3084570A,Crunch
/authors/OL1478872A,Martin Cohen
/authors/OL7069898A,Brett Stewart
/authors/OL3849462A,Robert Roach
/authors/OL1086458A,Peter Hackett
/authors/OL3327382A,Peter D. Wagner
/authors/OL2172474A,"Colloquium on Exercise and Fitness (1959 Monticello, Ill.)"
/authors/OL7328930A,Karl Henry
/authors/OL7326063A,Ruth Field
/authors/OL544253A,Michelle P. Warren
/authors/OL2999295A,Dannette Hunnel
/authors/OL6722212A,Jennifer Nicole Lee
/authors/OL6968438A,Bobby Hinds
/authors/OL7027327A,Frank E. Marino
/authors/OL2630335A,Joe Borgenicht
/authors/OL2675364A,Cherie Serota
/authors/OL2081097A,Jean-Marie R. Detry
/authors/OL3086108A,Wini Linguvic
/authors/OL2833308A,Jennifer Brilliant
/authors/OL1857476A,William Berloni
/authors/OL6969858A,Denise Hamilton
/authors/OL3018438A,Chantal Jakel
/authors/OL2755608A,Cynthia Kereluk
/authors/OL1393207A,Denise Hamilton
/authors/OL2206689A,Herman Albert Gawer
/authors/OL2958537A,Lyle York
/authors/OL2958538A,Maria Goodavage
/authors/OL2798625A,Margaret Rees
/authors/OL3338867A,Tony Mander
/authors/OL6954352A,Layne DeMarin
/authors/OL6979291A,Melinda Sothern
/authors/OL2629062A,Melinda S. Sothern
/authors/OL2629063A,T. Kristian Von Almen
/authors/OL2629064A,Heidi Schumacher
/authors/OL2857512A,David Patchell-Evans
/authors/OL6758611A,Wendy St. Germain
/authors/OL6850793A,Jason Brumitt
/authors/OL6760091A,Liz Vaccariello
/authors/OL7111051A,D. MacLaren
/authors/OL527491A,"Reilly, Thomas"
/authors/OL3374681A,A. Lees
/authors/OL6308039A,Canada. Health Canada
/authors/OL3462896A,Martin Hagger
/authors/OL3462897A,Nikos Chatzisarantis
/authors/OL850724A,Greg R. McLatchie
/authors/OL3807858A,Richard Budgett
/authors/OL220902A,Jillian Powell
/authors/OL5126802A,Serge P. Von Duvillard
/authors/OL2862155A,Linda LeMura
/authors/OL2862156A,Serge von Duvillard
/authors/OL2903089A,Jim Everroad
/authors/OL2903090A,Lonna Moscow
/authors/OL32939A,Jane Belk Moncure
/authors/OL529237A,Bob Greene
/authors/OL162579A,"Gulick, Luther Halsey"
/authors/OL7202809A,Matthew Mills
/authors/OL3512652A,Roberta Sassatelli
/authors/OL2805559A,Laurie Willis
/authors/OL1430247A,Danna Demetre
/authors/OL200219A,Dick Bruna
/authors/OL7406539A,Chang'an Xi
/authors/OL3022601A,Shawn Phillips
/authors/OL2677478A,American Health Magazine
/authors/OL224907A,Daniel Goleman
/authors/OL2462760A,Tara Bennett-Goleman
/authors/OL7410833A,Cleber Ferraresi
/authors/OL7410834A,Nivaldo Antonio Parizotto
/authors/OL2630381A,Ginny Graves
/authors/OL2727877A,Fitness Magazine
/authors/OL1408073A,Patricia Miller
/authors/OL7873006A,Erik A. Richter
/authors/OL6924564A,Richard T. Cotton
/authors/OL3072651A,Elyse April
/authors/OL403988A,Regina Sara Ryan
/authors/OL2911783A,Danielle Bersma
/authors/OL2911784A,Marjoke Visscher
/authors/OL217287A,June Biermann
/authors/OL3799026A,Judy Toews
/authors/OL1072245A,Nicole Parton
/authors/OL1235589A,Ernst Jokl
/authors/OL590921A,"Peterson, James A."
/authors/OL2796647A,Francis Huber
/authors/OL2796648A,Chris Wells
/authors/OL3574699A,Leslie T. Lambert
/authors/OL3574700A,R. Thomas Trimble
/authors/OL7445712A,Diane Dahm
/authors/OL2650281A,J. Smith
/authors/OL2858531A,Dan R. Harris
/authors/OL31107A,"O'Connor, Robert"
/authors/OL3100589A,Dr. Bob O'Connor
/authors/OL3047158A,Kari Fasting
/authors/OL3100590A,Diane Dahm M.D.
/authors/OL584623A,Gary Yanker
/authors/OL2635270A,Kathy Burton
/authors/OL2521924A,"Lagrange, Fernand"
/authors/OL6548022A,Neil A. King
/authors/OL3102356A,Lisa Druxman
/authors/OL2849556A,Martica Heaner
/authors/OL1943278A,Georges Serratrice
/authors/OL1297583A,Jean Pouget
/authors/OL3258927A,Jean-Philippe Azulay
/authors/OL5242968A,Christopher B. Scott
/authors/OL222862A,Nigel Sutton
/authors/OL6717026A,Ron Woods
/authors/OL2100789A,Elwood Craig Davis
/authors/OL216978A,Stormie Omartian
/authors/OL828043A,Mona M. Shangold
/authors/OL7161976A,Christine E. Lawless
/authors/OL147775A,John Wahren
/authors/OL221912A,Everett Aaberg
/authors/OL236079A,Stewart Smith
/authors/OL327936A,NIH Consensus Development Conference on Physical Activity and Cardiovascular Health (1995)
/authors/OL342159A,Erle Montaigue
/authors/OL2948135A,Michael Babin
/authors/OL1907122A,Hillel Ruskin
/authors/OL6463690A,Thomas Kingsley Troupe
/authors/OL514681A,Pete DiPrimio
/authors/OL8757708A,John Babraj
/authors/OL335978A,Shizuko Yamamoto
/authors/OL8255641A,Gérard Gervais
/authors/OL3137879A,Kuno Hottenrott
/authors/OL7996260A,Danielle Danault
/authors/OL2908118A,Donald D. Hensrud
/authors/OL329907A,Joy Berry
/authors/OL2910306A,Terre Watson
/authors/OL2910308A,John Hurn
/authors/OL2910307A,Terry Staus
/authors/OL845351A,Jack Woodward
/authors/OL1232477A,Bonnie G. Berger
/authors/OL397825A,David Pargman
/authors/OL4595906A,Dennis James Martucci
/authors/OL4514373A,Olympic Scientific Congress (1984 University of Oregon)
/authors/OL32557A,Anna Nilsen
/authors/OL7201550A,Markus Raab
/authors/OL3068788A,Paul Wylleman
/authors/OL507231A,Roland Seiler
/authors/OL8090313A,Anne-Marie Elbe
/authors/OL5517423A,Antonis Hatzigeorgiadis
/authors/OL7342658A,Zen Martinoli
/authors/OL9706926A,Blair Morrison
/authors/OL7655281A,Beverly Cummings
/authors/OL1400257A,Richard R. Bradley
/authors/OL2684837A,Sarah Wernick
/authors/OL3140559A,Malcolm Balk
/authors/OL2658030A,Andrew Shields
/authors/OL8161527A,Romain Meeusen
/authors/OL8161528A,Sabine Schaefer
/authors/OL3305604A,Phillip D. Tomporowski
/authors/OL835203A,"Bailey, Richard"
/authors/OL2624326A,Karen Smith
/authors/OL8139620A,Adrianne Hardman
/authors/OL8139621A,David Stensel
/authors/OL8159947A,Henry Charles Lukaski
/authors/OL3106824A,Frank Lipman
/authors/OL8277648A,Lizzie Lasater
/authors/OL1925447A,Graham Burns
/authors/OL8277649A,Andrew McGonigle
/authors/OL8277650A,Tarik Dervish
/authors/OL8277651A,Philip Xerri
/authors/OL8230704A,Jay Hoffman
/authors/OL191071A,John H. Kerr
/authors/OL4297357A,Koenraad J. Lindner
/authors/OL9514942A,Michelle Blaydon
/authors/OL3411826A,Consumer Dummies
/authors/OL3065645A,Karl Knopf
/authors/OL403812A,John Perry
/authors/OL2604678A,Arthur J. King
/authors/OL2911793A,Christine Craggs-Hinton
/authors/OL9392730A,Jacobus Dittmar
/authors/OL2623741A,Simon Waterson
/authors/OL9963025A,Daniel J. Green
/authors/OL386248A,David Rubenstein
/authors/OL7459375A,Mark Macdonald
/authors/OL386613A,Fundacion Dr. Antonio Esteve. Symposium
/authors/OL2624317A,Ann Crowther
/authors/OL1708328A,Jim Karas
/authors/OL7483056A,Suzanne Clark
/authors/OL2658608A,Paul Mason
/authors/OL2657088A,Royal Canadian Airforce
/authors/OL2677521A,Peter Depasquale
/authors/OL2673838A,Glenn Doman
/authors/OL2834088A,Douglas Doman
/authors/OL2834089A,Bruce HAGY
/authors/OL2701671A,B. Dobbins
/authors/OL63749A,Julie Allan
/authors/OL2333369A,Marion Grace Eggleton
/authors/OL2312109A,"Lee, Gerald Stanley"
/authors/OL2359903A,Charles M. Postl
/authors/OL2637643A,Sandy Paton
/authors/OL2637004A,David Porter
/authors/OL2658057A,Lynette Evans
/authors/OL2644351A,Harrison/Ford
/authors/OL1830623A,Walter Noder
/authors/OL1656469A,James S. Skinner
/authors/OL1659677A,Larry G. Shaver
/authors/OL1654287A,Amos Bar-Khama
/authors/OL1660290A,Lisa Lyon
/authors/OL1922817A,"International Symposium on Biochemistry of Exercise Macolin, Switzerland 1973."
/authors/OL1825723A,Joseph Edmundson
/authors/OL1862870A,David Steen
/authors/OL1864216A,"International Symposium on Biochemistry of Exercise Québec, Québec 1976."
/authors/OL1994077A,Edwin Richard Nye
/authors/OL58681A,Randi Reisfeld
/authors/OL2159075A,International Symposium on Exercise Biochemistry Brussels 1968.
/authors/OL2115663A,Symposium on Nutrition and Physical Activity.
/authors/OL1866340A,Steve Heidenreich
/authors/OL1870263A,A. Blair Irvine
/authors/OL2067769A,Joseph DiGennaro
/authors/OL2009599A,Louis Diamant
/authors/OL2038790A,Simon Brown
/authors/OL2126407A,Frances Kirchhoff
/authors/OL2071817A,Hannelore Pilss-Samek
/authors/OL2101783A,Oliver Strongfort
/authors/OL1823996A,Malcolm Carruthers
/authors/OL1467340A,Al Murray
/authors/OL1824058A,Harry Clements
/authors/OL2255633A,William Henry Schoenau
/authors/OL1977374A,Margaret Morris
/authors/OL1958730A,Walter H. Gregg
/authors/OL1930042A,Lea Bartal
/authors/OL1234181A,Jeff Aquilon
/authors/OL1349146A,Banff International Hypoxia Symposium (3rd 1983)
/authors/OL1282363A,Morgan Fairchild
/authors/OL981906A,Peggy Brusseau
/authors/OL1294895A,Vic Boff
/authors/OL3934768A,Yvonne Sendowski
/authors/OL3932492A,Christophe Trivalle
/authors/OL2624264A,Jason Vale          
/authors/OL2315139A,Kenneth Williams - undifferentiated
/authors/OL391029A,Jake Steinfeld
/authors/OL397008A,High Voltage.
/authors/OL395406A,Ellington Darden
/authors/OL397744A,"Gardner, David"
/authors/OL398663A,Ginny Whitelaw
/authors/OL389076A,"International Conference on Nutrition and Fitness (3rd 1996 Athens, Greece)"
/authors/OL8096177A,Tom Daley
/authors/OL388788A,Frank Zane
/authors/OL388249A,Wei Yue Sun
/authors/OL2819779A,Xiao Jing Li
/authors/OL404147A,Kurt Brungardt
/authors/OL2630033A,Lee Labrada
/authors/OL7335122A,Andrea Metcalf
/authors/OL7720206A,Perseus
/authors/OL10255709A,Ann E. Caldwell
/authors/OL10440529A,Mathew James Barnett
/authors/OL403949A,Kris Gebhardt
/authors/OL10606308A,Celeste Corey-Zopich
/authors/OL10606309A,Dawn-Marie Ickes
/authors/OL854678A,Brett Howard
/authors/OL10606310A,Tracey Mellor
/authors/OL10606311A,Tracy Coe
/authors/OL463096A,Tom Skotidas
/authors/OL482117A,George Burns
/authors/OL485706A,Bruce Tulloh
/authors/OL6803543A,C. H. Ralfe
/authors/OL453214A,Cynthia Tivers
/authors/OL234321A,Kathy Kaehler
/authors/OL453565A,Cliff Sheats
/authors/OL453697A,John N. Drowatzky
/authors/OL2899164A,John W. Drowatzky
/authors/OL814943A,Charles W. Armstrong
/authors/OL454950A,Georgia G. Kostas
/authors/OL4810239A,Ricky S. Virk
/authors/OL5033735A,Frank Lipman
/authors/OL5083031A,Hemming Axel Amadeus Atterbom
/authors/OL5143609A,Claude Cousineau
/authors/OL4150212A,Alejandra S. Ferretti
/authors/OL4183476A,Atana Torres-Quevedo
/authors/OL4234555A,Helen Ardent
/authors/OL6595430A,Helen Tardent
/authors/OL4233979A,Stephane Cascua
/authors/OL6127264A,Stéphane Cascua
/authors/OL4169964A,Wenqi Zhao
/authors/OL4299309A,Michael R. Lawlor
/authors/OL4299620A,Jerilyn A. Walker
/authors/OL4299271A,Jerry Edgington
/authors/OL4299414A,Tina Leigh Sipp
/authors/OL4299497A,Matthew Klages Miller
/authors/OL4299652A,Shirley Palmer Houzer
/authors/OL4299383A,Scott Arzaga Henderson
/authors/OL4299683A,Jane Helen Benerakis
/authors/OL4299120A,James Lloyd Stevens
/authors/OL4299667A,John T. Troup
/authors/OL4299759A,Debra J. Arms
/authors/OL4299393A,Paul Samuel Krebs
/authors/OL4299681A,Marie Beauregard
/authors/OL4299281A,David L. Pyles
/authors/OL4299335A,Casey Michael Donovan
/authors/OL4299382A,Augustine Emefiene Okocha
/authors/OL4299614A,Wilfred Daniel Schmidt
/authors/OL4299400A,Janice Marie Bullard
/authors/OL4299396A,Susan Pachtman Kirkwood
/authors/OL4299101A,Patricia Elizabeth Murray
/authors/OL4299286A,Robert A. Beaulac
/authors/OL4283993A,Michael H. Cox
/authors/OL4284059A,Phillip Likins Henson
/authors/OL4284132A,Stephen L. Dodd
/authors/OL4283933A,Joan Alice Ashlee
/authors/OL4284025A,Pamela Goater
/authors/OL4284101A,Michael Alan Ross
/authors/OL4284082A,Oliver Ezekwe Ordor
/authors/OL4284010A,Joseph David Cracraft
/authors/OL4283778A,George Harley Hartung
/authors/OL4283973A,Robert Bruce Bergstrom
/authors/OL4284075A,Jerome Zuckerman
/authors/OL4284027A,Joseph Michael Pechinski
/authors/OL4283996A,Joseph Iacobellis
/authors/OL4284066A,Harry Philip DuVal
/authors/OL4284150A,Lorraine R. Brilla
/authors/OL4283966A,Paul Roger Patterson
/authors/OL4283853A,John Douglas Gregory
/authors/OL4284039A,William Irvin Dickens
/authors/OL4283784A,Walter C. Koenig
/authors/OL4297831A,Kathleen M. Munns
/authors/OL4297704A,Ann Hope
/authors/OL4297575A,Daniel D. Strohmeyer
/authors/OL4297764A,Steven Garrett Gregg
/authors/OL4297482A,Reza Alijanian
/authors/OL4297769A,Charlene Marie Jurgens
/authors/OL4297632A,David G. Yeo
/authors/OL4297702A,Melvin William Park
/authors/OL4298072A,Kwan Chen
/authors/OL4297801A,Randall Gretebeck
/authors/OL4297646A,Stuart Ross Norman
/authors/OL4297602A,Robert A. Hinshelwood
/authors/OL4297601A,Richard J. Holmes
/authors/OL4297507A,David Michael Carattini
/authors/OL4298148A,Veronica Chinyelu Igbanugo
/authors/OL4297525A,Kenneth J. Harkins
/authors/OL4297790A,Carol Marguerite Julin
/authors/OL4298003A,Michael David Torchia
/authors/OL4297754A,Loyce Ann Engler
/authors/OL4297733A,David Michael Kiser
/authors/OL4297514A,Lee N. Cunningham
/authors/OL4297504A,Grace Elaine Muehl
/authors/OL4297965A,Terry J. Allen
/authors/OL4297715A,Arthur Henry Pilch
/authors/OL4298535A,Stuart Bailin
/authors/OL4298803A,Neil Gray Little
/authors/OL4298692A,Joan Reiko Murakami
/authors/OL4298653A,Christine Annette Viguie
/authors/OL4298350A,Desiree Pearsall
/authors/OL4298669A,H. Arthur Quinney
/authors/OL4298604A,Li-Li Ji
/authors/OL4298618A,Jaci Lynn VanHeest
/authors/OL4298933A,Harold Lee Montgomery
/authors/OL4298719A,Donna J. Turner
/authors/OL4299031A,James Robert Davis
/authors/OL4298593A,Randal P. Claytor
/authors/OL4298979A,Michael Leonard Walsh
/authors/OL4298755A,Terri Jo Vehnekamp
/authors/OL4298829A,Eugene J. Swenson
/authors/OL4298596A,Algernon Arthur David Felice
/authors/OL4298841A,Noela Carolyn Edgar Wilson
/authors/OL4298932A,Edward J. Zambraski
/authors/OL4590081A,Blanche Wallace Evans
/authors/OL4637615A,George Shelton Brickhouse
/authors/OL4648178A,Elizabeth Anne Aaron
/authors/OL4648249A,Kenneth R Fox
/authors/OL4628582A,Earlene Durrant
/authors/OL4628579A,Charles P. Busuttil
/authors/OL4656566A,"Pugh, John anatomist"
/authors/OL4596355A,Jill Stumpe
/authors/OL4601396A,Robert G. McMurray
/authors/OL3642184A,Richard A. Boileau
/authors/OL4643983A,Merle Louis Foss
/authors/OL4644687A,John Robert Cavanaugh
/authors/OL32717A,Kathy Feeney
/authors/OL4875190A,Jennifer Charity Young
/authors/OL4912149A,International Symposium on Exercise Biochemistry (1st 1968 Brussels)
/authors/OL4902817A,Gloria Campuzano
/authors/OL4907794A,Scott W. Leonard
/authors/OL4861125A,Patrick Squire
/authors/OL4908806A,Kimberley Lyn Gammage
/authors/OL6546021A,Ged Sumner
/authors/OL6546057A,Christabel Zamor
/authors/OL6572214A,Zhenghua Gu
/authors/OL6547761A,Hong-sŏn Song
/authors/OL5338503A,Peter Rudolph Rehor
/authors/OL5338481A,David W. Barnett
/authors/OL5339993A,St. Louis University. School of Medicine. Dept. of Physiology.
/authors/OL5278511A,Sidney M. Shapiro
/authors/OL5295860A,"International Conference on Equine Exercise Physiology (4th 1994 Kooralbyn, Queensland, Australia)"
/authors/OL5220250A,Don Lemmon
/authors/OL5364903A,Khalid W. Bibi
/authors/OL3666816A,S. Zigon
/authors/OL3666817A,K. Bibi
/authors/OL5251565A,Henry Solomon
/authors/OL5149833A,Lynn A. Megeney
/authors/OL5133576A,Willibald Nagler
/authors/OL1191164A,Willibald Nagler
/authors/OL1436338A,Marnie Caron
/authors/OL2664676A,Michael W. Otto
/authors/OL533544A,Sally Edwards
/authors/OL2658712A,Edmund Burke
/authors/OL222574A,Selene Yeager
